_NAME_,alder,formue_2018_30,formue_2018_31,formue_2018_32,formue_2018_33,formue_2018_34,formue_2018_35,formue_2018_36,formue_2018_37,formue_2018_38,formue_2018_39,formue_2018_40,formue_2018_41,formue_2018_42,formue_2018_43,formue_2018_44,formue_2018_45,formue_2018_46,formue_2018_47,formue_2018_48,formue_2018_49,formue_2018_50,formue_2018_51,formue_2018_52,formue_2018_53,formue_2018_54,formue_2018_55,formue_2018_56,formue_2018_57,formue_2018_58,formue_2018_59,formue_2018_60,formue_2018_61,formue_2018_62,formue_2018_63,formue_2018_64,formue_2018_65,formue_2018_66,formue_2018_67,formue_2018_68,formue_2018_69,formue_2018_70,formue_2018_71,formue_2018_72,formue_2018_73,formue_2018_74,formue_2018_75,formue_2018_76,formue_2018_77,formue_2018_78,formue_2018_79,formue_2018_80,formue_2018_81,formue_2018_82,formue_2018_83,formue_2018_84,formue_2018_85,formue_2018_86,formue_2018_87,formue_2018_88,formue_2018_89,formue_2018_90,formue_2018_91,formue_2018_92,formue_2018_93,formue_2018_94,formue_2018_95,formue_2018_96,formue_2018_97,formue_2018_98,formue_2018_99,pension_2018_30,pension_2018_31,pension_2018_32,pension_2018_33,pension_2018_34,pension_2018_35,pension_2018_36,pension_2018_37,pension_2018_38,pension_2018_39,pension_2018_40,pension_2018_41,pension_2018_42,pension_2018_43,pension_2018_44,pension_2018_45,pension_2018_46,pension_2018_47,pension_2018_48,pension_2018_49,pension_2018_50,pension_2018_51,pension_2018_52,pension_2018_53,pension_2018_54,pension_2018_55,pension_2018_56,pension_2018_57,pension_2018_58,pension_2018_59,pension_2018_60,pension_2018_61,pension_2018_62,pension_2018_63,pension_2018_64,pension_2018_65,pension_2018_66,pension_2018_67,pension_2018_68,pension_2018_69,pension_2018_70,pension_2018_71,pension_2018_72,pension_2018_73,pension_2018_74,pension_2018_75,pension_2018_76,pension_2018_77,pension_2018_78,pension_2018_79,pension_2018_80,pension_2018_81,pension_2018_82,pension_2018_83,pension_2018_84,pension_2018_85,pension_2018_86,pension_2018_87,pension_2018_88,pension_2018_89,pension_2018_90,pension_2018_91,pension_2018_92,pension_2018_93,pension_2018_94,pension_2018_95,pension_2018_96,pension_2018_97,pension_2018_98,pension_2018_99,yearly_salary_30,yearly_salary_31,yearly_salary_32,yearly_salary_33,yearly_salary_34,yearly_salary_35,yearly_salary_36,yearly_salary_37,yearly_salary_38,yearly_salary_39,yearly_salary_40,yearly_salary_41,yearly_salary_42,yearly_salary_43,yearly_salary_44,yearly_salary_45,yearly_salary_46,yearly_salary_47,yearly_salary_48,yearly_salary_49,yearly_salary_50,yearly_salary_51,yearly_salary_52,yearly_salary_53,yearly_salary_54,yearly_salary_55,yearly_salary_56,yearly_salary_57,yearly_salary_58,yearly_salary_59,yearly_salary_60,yearly_salary_61,yearly_salary_62,yearly_salary_63,yearly_salary_64,yearly_salary_65,yearly_salary_66,yearly_salary_67,yearly_salary_68,yearly_salary_69,yearly_salary_70,yearly_salary_71,yearly_salary_72,yearly_salary_73,yearly_salary_74,yearly_salary_75,yearly_salary_76,yearly_salary_77,yearly_salary_78,yearly_salary_79,yearly_salary_80,yearly_salary_81,yearly_salary_82,yearly_salary_83,yearly_salary_84,yearly_salary_85,yearly_salary_86,yearly_salary_87,yearly_salary_88,yearly_salary_89,yearly_salary_90,yearly_salary_91,yearly_salary_92,yearly_salary_93,yearly_salary_94,yearly_salary_95,yearly_salary_96,yearly_salary_97,yearly_salary_98,yearly_salary_99
formue_2018,30,146911228748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6025118389.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15170742367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,31,,165942896243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7809802174.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17523939352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,32,,,189399976763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10479384641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19819466696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,33,,,,202733308579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11671710533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21248419957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,34,,,,,224423886904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13415589449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22566761968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,35,,,,,,248458394705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15571310319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25724835578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,36,,,,,,,262816790327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16712558308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26737858461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,37,,,,,,,,282810163886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16649776960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27236742480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,38,,,,,,,,,305600861018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17952294072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29424319092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,39,,,,,,,,,,324912809051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17887009469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29875039264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,40,,,,,,,,,,,349259917102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17881319568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31000388118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,41,,,,,,,,,,,,368119346722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17856975756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31978063170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,42,,,,,,,,,,,,,388003250097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17965139129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32797305213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,43,,,,,,,,,,,,,,405671916464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17860556973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34698565811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,44,,,,,,,,,,,,,,,427422986457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18166710246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35313331685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,45,,,,,,,,,,,,,,,,440382711560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17538234331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37305360269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,46,,,,,,,,,,,,,,,,,455482272515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17358807429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39019922068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,47,,,,,,,,,,,,,,,,,,470362255256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16753794823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39394217602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,48,,,,,,,,,,,,,,,,,,,474022846730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17236330006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40393671657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,49,,,,,,,,,,,,,,,,,,,,489120378413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17567497958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42005928023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,50,,,,,,,,,,,,,,,,,,,,,499324410184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17282679711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41762690416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,51,,,,,,,,,,,,,,,,,,,,,,509470639946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16792938324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43421754518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,52,,,,,,,,,,,,,,,,,,,,,,,520332772884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16410820745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43041472225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,53,,,,,,,,,,,,,,,,,,,,,,,,533005512847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16318321789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43275539659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,54,,,,,,,,,,,,,,,,,,,,,,,,,538725336942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17047730986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45059389384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,55,,,,,,,,,,,,,,,,,,,,,,,,,,550055656783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16457094587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45382754475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,56,,,,,,,,,,,,,,,,,,,,,,,,,,,553942747919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16598451956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45430209114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,560610162083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16071592978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45312104355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565811778720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17044342801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46089408080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571069074728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16447601643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45866162648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572022272275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17216407294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45358767961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575611330037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17210339801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43045013502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582043441861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18113670872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42816854641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581040513223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17987336287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39528843819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580582237705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18322421034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31102585930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583030407312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19987192098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30238284186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588950295186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20992177793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23273460817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599316245600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22528702861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18653241734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598954192814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23245761211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13947875363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601906513572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24528164620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10671717539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609798551668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25365621049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8802400058.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
formue_2018,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607021656871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27157169531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6193035472,,,,,,,,,,,,,,,,,,,,,,,,,,,,
